db_id,query,query_toks,query_toks_no_value,question,question_toks,sql.except,sql.from.conds,sql.from.table_units,sql.groupBy,sql.having,sql.intersect,sql.limit,sql.orderBy,sql.select,sql.union,sql.where,sql.intersect.except,sql.intersect.from.conds,sql.intersect.from.table_units,sql.intersect.groupBy,sql.intersect.having,sql.intersect.intersect,sql.intersect.limit,sql.intersect.orderBy,sql.intersect.select,sql.intersect.union,sql.intersect.where,sql.union.except,sql.union.from.conds,sql.union.from.table_units,sql.union.groupBy,sql.union.having,sql.union.intersect,sql.union.limit,sql.union.orderBy,sql.union.select,sql.union.union,sql.union.where,sql.except.except,sql.except.from.conds,sql.except.from.table_units,sql.except.groupBy,sql.except.having,sql.except.intersect,sql.except.limit,sql.except.orderBy,sql.except.select,sql.except.union,sql.except.where
allergy_1,"SELECT Allergy ,  count(*) FROM Has_allergy GROUP BY Allergy","['SELECT', 'Allergy', ',', 'count', '(', '*', ')', 'FROM', 'Has_allergy', 'GROUP', 'BY', 'Allergy']","['select', 'allergy', ',', 'count', '(', '*', ')', 'from', 'has_allergy', 'group', 'by', 'allergy']",How many students have each different allergy?,"['How', 'many', 'students', 'have', 'each', 'different', 'allergy', '?']",,[],"[['table_unit', 1]]","[[0, 4, False]]",[],,,[],"[False, [[0, [0, [0, 4, False], None]], [3, [0, [0, 0, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allergy_1,"SELECT T2.allergytype ,  count(*) FROM Has_allergy AS T1 JOIN Allergy_type AS T2 ON T1.allergy  =  T2.allergy GROUP BY T2.allergytype","['SELECT', 'T2.allergytype', ',', 'count', '(', '*', ')', 'FROM', 'Has_allergy', 'AS', 'T1', 'JOIN', 'Allergy_type', 'AS', 'T2', 'ON', 'T1.allergy', '=', 'T2.allergy', 'GROUP', 'BY', 'T2.allergytype']","['select', 't2', '.', 'allergytype', ',', 'count', '(', '*', ')', 'from', 'has_allergy', 'as', 't1', 'join', 'allergy_type', 'as', 't2', 'on', 't1', '.', 'allergy', '=', 't2', '.', 'allergy', 'group', 'by', 't2', '.', 'allergytype']",Show all allergy type with number of students affected.,"['Show', 'all', 'allergy', 'type', 'with', 'number', 'of', 'students', 'affected', '.']",,"[[False, 2, [0, [0, 4, False], None], [0, 1, False], None]]","[['table_unit', 1], ['table_unit', 0]]","[[0, 2, False]]",[],,,[],"[False, [[0, [0, [0, 2, False], None]], [3, [0, [0, 0, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allergy_1,"SELECT T2.allergytype ,  count(*) FROM Has_allergy AS T1 JOIN Allergy_type AS T2 ON T1.allergy  =  T2.allergy GROUP BY T2.allergytype","['SELECT', 'T2.allergytype', ',', 'count', '(', '*', ')', 'FROM', 'Has_allergy', 'AS', 'T1', 'JOIN', 'Allergy_type', 'AS', 'T2', 'ON', 'T1.allergy', '=', 'T2.allergy', 'GROUP', 'BY', 'T2.allergytype']","['select', 't2', '.', 'allergytype', ',', 'count', '(', '*', ')', 'from', 'has_allergy', 'as', 't1', 'join', 'allergy_type', 'as', 't2', 'on', 't1', '.', 'allergy', '=', 't2', '.', 'allergy', 'group', 'by', 't2', '.', 'allergytype']",How many students are affected by each allergy type?,"['How', 'many', 'students', 'are', 'affected', 'by', 'each', 'allergy', 'type', '?']",,"[[False, 2, [0, [0, 4, False], None], [0, 1, False], None]]","[['table_unit', 1], ['table_unit', 0]]","[[0, 2, False]]",[],,,[],"[False, [[0, [0, [0, 2, False], None]], [3, [0, [0, 0, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allergy_1,"SELECT lname ,  age FROM Student WHERE StuID IN (SELECT StuID FROM Has_allergy WHERE Allergy  =  ""Milk"" INTERSECT SELECT StuID FROM Has_allergy WHERE Allergy  =  ""Cat"")","['SELECT', 'lname', ',', 'age', 'FROM', 'Student', 'WHERE', 'StuID', 'IN', '(', 'SELECT', 'StuID', 'FROM', 'Has_allergy', 'WHERE', 'Allergy', '=', '``', 'Milk', ""''"", 'INTERSECT', 'SELECT', 'StuID', 'FROM', 'Has_allergy', 'WHERE', 'Allergy', '=', '``', 'Cat', ""''"", ')']","['select', 'lname', ',', 'age', 'from', 'student', 'where', 'stuid', 'in', '(', 'select', 'stuid', 'from', 'has_allergy', 'where', 'allergy', '=', 'value', 'intersect', 'select', 'stuid', 'from', 'has_allergy', 'where', 'allergy', '=', 'value', ')']",Find the last name and age of the student who has allergy to both milk and cat.,"['Find', 'the', 'last', 'name', 'and', 'age', 'of', 'the', 'student', 'who', 'has', 'allergy', 'to', 'both', 'milk', 'and', 'cat', '.']",,[],"[['table_unit', 2]]",[],[],,,[],"[False, [[0, [0, [0, 6, False], None]], [0, [0, [0, 8, False], None]]]]",,"[[False, 8, [0, [0, 5, False], None], {'except': None, 'from': {'conds': [], 'table_units': [['table_unit', 1]]}, 'groupBy': [], 'having': [], 'intersect': {'except': None, 'from': {'conds': [], 'table_units': [['table_unit', 1]]}, 'groupBy': [], 'having': [], 'intersect': None, 'limit': None, 'orderBy': [], 'select': [False, [[0, [0, [0, 3, False], None]]]], 'union': None, 'where': [[False, 2, [0, [0, 4, False], None], '""Cat""', None]]}, 'limit': None, 'orderBy': [], 'select': [False, [[0, [0, [0, 3, False], None]]]], 'union': None, 'where': [[False, 2, [0, [0, 4, False], None], '""Milk""', None]]}, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allergy_1,"SELECT lname ,  age FROM Student WHERE StuID IN (SELECT StuID FROM Has_allergy WHERE Allergy  =  ""Milk"" INTERSECT SELECT StuID FROM Has_allergy WHERE Allergy  =  ""Cat"")","['SELECT', 'lname', ',', 'age', 'FROM', 'Student', 'WHERE', 'StuID', 'IN', '(', 'SELECT', 'StuID', 'FROM', 'Has_allergy', 'WHERE', 'Allergy', '=', '``', 'Milk', ""''"", 'INTERSECT', 'SELECT', 'StuID', 'FROM', 'Has_allergy', 'WHERE', 'Allergy', '=', '``', 'Cat', ""''"", ')']","['select', 'lname', ',', 'age', 'from', 'student', 'where', 'stuid', 'in', '(', 'select', 'stuid', 'from', 'has_allergy', 'where', 'allergy', '=', 'value', 'intersect', 'select', 'stuid', 'from', 'has_allergy', 'where', 'allergy', '=', 'value', ')']",What are the last names and ages of the students who are allergic to milk and cat?,"['What', 'are', 'the', 'last', 'names', 'and', 'ages', 'of', 'the', 'students', 'who', 'are', 'allergic', 'to', 'milk', 'and', 'cat', '?']",,[],"[['table_unit', 2]]",[],[],,,[],"[False, [[0, [0, [0, 6, False], None]], [0, [0, [0, 8, False], None]]]]",,"[[False, 8, [0, [0, 5, False], None], {'except': None, 'from': {'conds': [], 'table_units': [['table_unit', 1]]}, 'groupBy': [], 'having': [], 'intersect': {'except': None, 'from': {'conds': [], 'table_units': [['table_unit', 1]]}, 'groupBy': [], 'having': [], 'intersect': None, 'limit': None, 'orderBy': [], 'select': [False, [[0, [0, [0, 3, False], None]]]], 'union': None, 'where': [[False, 2, [0, [0, 4, False], None], '""Cat""', None]]}, 'limit': None, 'orderBy': [], 'select': [False, [[0, [0, [0, 3, False], None]]]], 'union': None, 'where': [[False, 2, [0, [0, 4, False], None], '""Milk""', None]]}, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allergy_1,"SELECT T1.Allergy ,  T1.AllergyType FROM Allergy_type AS T1 JOIN Has_allergy AS T2 ON T1.Allergy  =  T2.Allergy JOIN Student AS T3 ON T3.StuID  =  T2.StuID WHERE T3.Fname  =  ""Lisa"" ORDER BY T1.Allergy","['SELECT', 'T1.Allergy', ',', 'T1.AllergyType', 'FROM', 'Allergy_type', 'AS', 'T1', 'JOIN', 'Has_allergy', 'AS', 'T2', 'ON', 'T1.Allergy', '=', 'T2.Allergy', 'JOIN', 'Student', 'AS', 'T3', 'ON', 'T3.StuID', '=', 'T2.StuID', 'WHERE', 'T3.Fname', '=', '``', 'Lisa', ""''"", 'ORDER', 'BY', 'T1.Allergy']","['select', 't1', '.', 'allergy', ',', 't1', '.', 'allergytype', 'from', 'allergy_type', 'as', 't1', 'join', 'has_allergy', 'as', 't2', 'on', 't1', '.', 'allergy', '=', 't2', '.', 'allergy', 'join', 'student', 'as', 't3', 'on', 't3', '.', 'stuid', '=', 't2', '.', 'stuid', 'where', 't3', '.', 'fname', '=', 'value', 'order', 'by', 't1', '.', 'allergy']",What are the allergies and their types that the student with first name Lisa has? And order the result by name of allergies.,"['What', 'are', 'the', 'allergies', 'and', 'their', 'types', 'that', 'the', 'student', 'with', 'first', 'name', 'Lisa', 'has', '?', 'And', 'order', 'the', 'result', 'by', 'name', 'of', 'allergies', '.']",,"[[False, 2, [0, [0, 1, False], None], [0, 4, False], None]]","[['table_unit', 0], ['table_unit', 1]]",[],[],,,"['asc', [[0, [0, 1, False], None]]]","[False, [[0, [0, [0, 1, False], None]], [0, [0, [0, 2, False], None]]]]",,"[[False, 2, [0, [0, 7, False], None], '""Lisa""', None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allergy_1,"SELECT T1.Allergy ,  T1.AllergyType FROM Allergy_type AS T1 JOIN Has_allergy AS T2 ON T1.Allergy  =  T2.Allergy JOIN Student AS T3 ON T3.StuID  =  T2.StuID WHERE T3.Fname  =  ""Lisa"" ORDER BY T1.Allergy","['SELECT', 'T1.Allergy', ',', 'T1.AllergyType', 'FROM', 'Allergy_type', 'AS', 'T1', 'JOIN', 'Has_allergy', 'AS', 'T2', 'ON', 'T1.Allergy', '=', 'T2.Allergy', 'JOIN', 'Student', 'AS', 'T3', 'ON', 'T3.StuID', '=', 'T2.StuID', 'WHERE', 'T3.Fname', '=', '``', 'Lisa', ""''"", 'ORDER', 'BY', 'T1.Allergy']","['select', 't1', '.', 'allergy', ',', 't1', '.', 'allergytype', 'from', 'allergy_type', 'as', 't1', 'join', 'has_allergy', 'as', 't2', 'on', 't1', '.', 'allergy', '=', 't2', '.', 'allergy', 'join', 'student', 'as', 't3', 'on', 't3', '.', 'stuid', '=', 't2', '.', 'stuid', 'where', 't3', '.', 'fname', '=', 'value', 'order', 'by', 't1', '.', 'allergy']",What are the allergies the girl named Lisa has? And what are the types of them? Order the result by allergy names.,"['What', 'are', 'the', 'allergies', 'the', 'girl', 'named', 'Lisa', 'has', '?', 'And', 'what', 'are', 'the', 'types', 'of', 'them', '?', 'Order', 'the', 'result', 'by', 'allergy', 'names', '.']",,"[[False, 2, [0, [0, 1, False], None], [0, 4, False], None]]","[['table_unit', 0], ['table_unit', 1]]",[],[],,,"['asc', [[0, [0, 1, False], None]]]","[False, [[0, [0, [0, 1, False], None]], [0, [0, [0, 2, False], None]]]]",,"[[False, 2, [0, [0, 7, False], None], '""Lisa""', None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allergy_1,"SELECT fname ,  sex FROM Student WHERE StuID IN (SELECT StuID FROM Has_allergy WHERE Allergy  =  ""Milk"" EXCEPT SELECT StuID FROM Has_allergy WHERE Allergy  =  ""Cat"")","['SELECT', 'fname', ',', 'sex', 'FROM', 'Student', 'WHERE', 'StuID', 'IN', '(', 'SELECT', 'StuID', 'FROM', 'Has_allergy', 'WHERE', 'Allergy', '=', '``', 'Milk', ""''"", 'EXCEPT', 'SELECT', 'StuID', 'FROM', 'Has_allergy', 'WHERE', 'Allergy', '=', '``', 'Cat', ""''"", ')']","['select', 'fname', ',', 'sex', 'from', 'student', 'where', 'stuid', 'in', '(', 'select', 'stuid', 'from', 'has_allergy', 'where', 'allergy', '=', 'value', 'except', 'select', 'stuid', 'from', 'has_allergy', 'where', 'allergy', '=', 'value', ')']",Find the first name and gender of the student who has allergy to milk but not cat.,"['Find', 'the', 'first', 'name', 'and', 'gender', 'of', 'the', 'student', 'who', 'has', 'allergy', 'to', 'milk', 'but', 'not', 'cat', '.']",,[],"[['table_unit', 2]]",[],[],,,[],"[False, [[0, [0, [0, 7, False], None]], [0, [0, [0, 9, False], None]]]]",,"[[False, 8, [0, [0, 5, False], None], {'except': {'except': None, 'from': {'conds': [], 'table_units': [['table_unit', 1]]}, 'groupBy': [], 'having': [], 'intersect': None, 'limit': None, 'orderBy': [], 'select': [False, [[0, [0, [0, 3, False], None]]]], 'union': None, 'where': [[False, 2, [0, [0, 4, False], None], '""Cat""', None]]}, 'from': {'conds': [], 'table_units': [['table_unit', 1]]}, 'groupBy': [], 'having': [], 'intersect': None, 'limit': None, 'orderBy': [], 'select': [False, [[0, [0, [0, 3, False], None]]]], 'union': None, 'where': [[False, 2, [0, [0, 4, False], None], '""Milk""', None]]}, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allergy_1,"SELECT fname ,  sex FROM Student WHERE StuID IN (SELECT StuID FROM Has_allergy WHERE Allergy  =  ""Milk"" EXCEPT SELECT StuID FROM Has_allergy WHERE Allergy  =  ""Cat"")","['SELECT', 'fname', ',', 'sex', 'FROM', 'Student', 'WHERE', 'StuID', 'IN', '(', 'SELECT', 'StuID', 'FROM', 'Has_allergy', 'WHERE', 'Allergy', '=', '``', 'Milk', ""''"", 'EXCEPT', 'SELECT', 'StuID', 'FROM', 'Has_allergy', 'WHERE', 'Allergy', '=', '``', 'Cat', ""''"", ')']","['select', 'fname', ',', 'sex', 'from', 'student', 'where', 'stuid', 'in', '(', 'select', 'stuid', 'from', 'has_allergy', 'where', 'allergy', '=', 'value', 'except', 'select', 'stuid', 'from', 'has_allergy', 'where', 'allergy', '=', 'value', ')']",What are the first name and gender of the students who have allergy to milk but can put up with cats?,"['What', 'are', 'the', 'first', 'name', 'and', 'gender', 'of', 'the', 'students', 'who', 'have', 'allergy', 'to', 'milk', 'but', 'can', 'put', 'up', 'with', 'cats', '?']",,[],"[['table_unit', 2]]",[],[],,,[],"[False, [[0, [0, [0, 7, False], None]], [0, [0, [0, 9, False], None]]]]",,"[[False, 8, [0, [0, 5, False], None], {'except': {'except': None, 'from': {'conds': [], 'table_units': [['table_unit', 1]]}, 'groupBy': [], 'having': [], 'intersect': None, 'limit': None, 'orderBy': [], 'select': [False, [[0, [0, [0, 3, False], None]]]], 'union': None, 'where': [[False, 2, [0, [0, 4, False], None], '""Cat""', None]]}, 'from': {'conds': [], 'table_units': [['table_unit', 1]]}, 'groupBy': [], 'having': [], 'intersect': None, 'limit': None, 'orderBy': [], 'select': [False, [[0, [0, [0, 3, False], None]]]], 'union': None, 'where': [[False, 2, [0, [0, 4, False], None], '""Milk""', None]]}, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allergy_1,"SELECT avg(age) FROM Student WHERE StuID IN ( SELECT T1.StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy  =  T2.Allergy WHERE T2.allergytype  =  ""food"" INTERSECT SELECT T1.StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy  =  T2.Allergy WHERE T2.allergytype  =  ""animal"")","['SELECT', 'avg', '(', 'age', ')', 'FROM', 'Student', 'WHERE', 'StuID', 'IN', '(', 'SELECT', 'T1.StuID', 'FROM', 'Has_allergy', 'AS', 'T1', 'JOIN', 'Allergy_Type', 'AS', 'T2', 'ON', 'T1.Allergy', '=', 'T2.Allergy', 'WHERE', 'T2.allergytype', '=', '``', 'food', ""''"", 'INTERSECT', 'SELECT', 'T1.StuID', 'FROM', 'Has_allergy', 'AS', 'T1', 'JOIN', 'Allergy_Type', 'AS', 'T2', 'ON', 'T1.Allergy', '=', 'T2.Allergy', 'WHERE', 'T2.allergytype', '=', '``', 'animal', ""''"", ')']","['select', 'avg', '(', 'age', ')', 'from', 'student', 'where', 'stuid', 'in', '(', 'select', 't1', '.', 'stuid', 'from', 'has_allergy', 'as', 't1', 'join', 'allergy_type', 'as', 't2', 'on', 't1', '.', 'allergy', '=', 't2', '.', 'allergy', 'where', 't2', '.', 'allergytype', '=', 'value', 'intersect', 'select', 't1', '.', 'stuid', 'from', 'has_allergy', 'as', 't1', 'join', 'allergy_type', 'as', 't2', 'on', 't1', '.', 'allergy', '=', 't2', '.', 'allergy', 'where', 't2', '.', 'allergytype', '=', 'value', ')']",Find the average age of the students who have allergies with food and animal types.,"['Find', 'the', 'average', 'age', 'of', 'the', 'students', 'who', 'have', 'allergies', 'with', 'food', 'and', 'animal', 'types', '.']",,[],"[['table_unit', 2]]",[],[],,,[],"[False, [[5, [0, [0, 8, False], None]]]]",,"[[False, 8, [0, [0, 5, False], None], {'except': None, 'from': {'conds': [[False, 2, [0, [0, 4, False], None], [0, 1, False], None]], 'table_units': [['table_unit', 1], ['table_unit', 0]]}, 'groupBy': [], 'having': [], 'intersect': {'except': None, 'from': {'conds': [[False, 2, [0, [0, 4, False], None], [0, 1, False], None]], 'table_units': [['table_unit', 1], ['table_unit', 0]]}, 'groupBy': [], 'having': [], 'intersect': None, 'limit': None, 'orderBy': [], 'select': [False, [[0, [0, [0, 3, False], None]]]], 'union': None, 'where': [[False, 2, [0, [0, 2, False], None], '""animal""', None]]}, 'limit': None, 'orderBy': [], 'select': [False, [[0, [0, [0, 3, False], None]]]], 'union': None, 'where': [[False, 2, [0, [0, 2, False], None], '""food""', None]]}, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allergy_1,"SELECT avg(age) FROM Student WHERE StuID IN ( SELECT T1.StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy  =  T2.Allergy WHERE T2.allergytype  =  ""food"" INTERSECT SELECT T1.StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy  =  T2.Allergy WHERE T2.allergytype  =  ""animal"")","['SELECT', 'avg', '(', 'age', ')', 'FROM', 'Student', 'WHERE', 'StuID', 'IN', '(', 'SELECT', 'T1.StuID', 'FROM', 'Has_allergy', 'AS', 'T1', 'JOIN', 'Allergy_Type', 'AS', 'T2', 'ON', 'T1.Allergy', '=', 'T2.Allergy', 'WHERE', 'T2.allergytype', '=', '``', 'food', ""''"", 'INTERSECT', 'SELECT', 'T1.StuID', 'FROM', 'Has_allergy', 'AS', 'T1', 'JOIN', 'Allergy_Type', 'AS', 'T2', 'ON', 'T1.Allergy', '=', 'T2.Allergy', 'WHERE', 'T2.allergytype', '=', '``', 'animal', ""''"", ')']","['select', 'avg', '(', 'age', ')', 'from', 'student', 'where', 'stuid', 'in', '(', 'select', 't1', '.', 'stuid', 'from', 'has_allergy', 'as', 't1', 'join', 'allergy_type', 'as', 't2', 'on', 't1', '.', 'allergy', '=', 't2', '.', 'allergy', 'where', 't2', '.', 'allergytype', '=', 'value', 'intersect', 'select', 't1', '.', 'stuid', 'from', 'has_allergy', 'as', 't1', 'join', 'allergy_type', 'as', 't2', 'on', 't1', '.', 'allergy', '=', 't2', '.', 'allergy', 'where', 't2', '.', 'allergytype', '=', 'value', ')']",How old are the students with allergies to food and animal types on average?,"['How', 'old', 'are', 'the', 'students', 'with', 'allergies', 'to', 'food', 'and', 'animal', 'types', 'on', 'average', '?']",,[],"[['table_unit', 2]]",[],[],,,[],"[False, [[5, [0, [0, 8, False], None]]]]",,"[[False, 8, [0, [0, 5, False], None], {'except': None, 'from': {'conds': [[False, 2, [0, [0, 4, False], None], [0, 1, False], None]], 'table_units': [['table_unit', 1], ['table_unit', 0]]}, 'groupBy': [], 'having': [], 'intersect': {'except': None, 'from': {'conds': [[False, 2, [0, [0, 4, False], None], [0, 1, False], None]], 'table_units': [['table_unit', 1], ['table_unit', 0]]}, 'groupBy': [], 'having': [], 'intersect': None, 'limit': None, 'orderBy': [], 'select': [False, [[0, [0, [0, 3, False], None]]]], 'union': None, 'where': [[False, 2, [0, [0, 2, False], None], '""animal""', None]]}, 'limit': None, 'orderBy': [], 'select': [False, [[0, [0, [0, 3, False], None]]]], 'union': None, 'where': [[False, 2, [0, [0, 2, False], None], '""food""', None]]}, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allergy_1,"SELECT fname ,  lname FROM Student WHERE StuID NOT IN (SELECT T1.StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy  =  T2.Allergy WHERE T2.allergytype  =  ""food"")","['SELECT', 'fname', ',', 'lname', 'FROM', 'Student', 'WHERE', 'StuID', 'NOT', 'IN', '(', 'SELECT', 'T1.StuID', 'FROM', 'Has_allergy', 'AS', 'T1', 'JOIN', 'Allergy_Type', 'AS', 'T2', 'ON', 'T1.Allergy', '=', 'T2.Allergy', 'WHERE', 'T2.allergytype', '=', '``', 'food', ""''"", ')']","['select', 'fname', ',', 'lname', 'from', 'student', 'where', 'stuid', 'not', 'in', '(', 'select', 't1', '.', 'stuid', 'from', 'has_allergy', 'as', 't1', 'join', 'allergy_type', 'as', 't2', 'on', 't1', '.', 'allergy', '=', 't2', '.', 'allergy', 'where', 't2', '.', 'allergytype', '=', 'value', ')']",List the first and last name of the students who do not have any food type allergy.,"['List', 'the', 'first', 'and', 'last', 'name', 'of', 'the', 'students', 'who', 'do', 'not', 'have', 'any', 'food', 'type', 'allergy', '.']",,[],"[['table_unit', 2]]",[],[],,,[],"[False, [[0, [0, [0, 7, False], None]], [0, [0, [0, 6, False], None]]]]",,"[[True, 8, [0, [0, 5, False], None], {'except': None, 'from': {'conds': [[False, 2, [0, [0, 4, False], None], [0, 1, False], None]], 'table_units': [['table_unit', 1], ['table_unit', 0]]}, 'groupBy': [], 'having': [], 'intersect': None, 'limit': None, 'orderBy': [], 'select': [False, [[0, [0, [0, 3, False], None]]]], 'union': None, 'where': [[False, 2, [0, [0, 2, False], None], '""food""', None]]}, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allergy_1,"SELECT fname ,  lname FROM Student WHERE StuID NOT IN (SELECT T1.StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy  =  T2.Allergy WHERE T2.allergytype  =  ""food"")","['SELECT', 'fname', ',', 'lname', 'FROM', 'Student', 'WHERE', 'StuID', 'NOT', 'IN', '(', 'SELECT', 'T1.StuID', 'FROM', 'Has_allergy', 'AS', 'T1', 'JOIN', 'Allergy_Type', 'AS', 'T2', 'ON', 'T1.Allergy', '=', 'T2.Allergy', 'WHERE', 'T2.allergytype', '=', '``', 'food', ""''"", ')']","['select', 'fname', ',', 'lname', 'from', 'student', 'where', 'stuid', 'not', 'in', '(', 'select', 't1', '.', 'stuid', 'from', 'has_allergy', 'as', 't1', 'join', 'allergy_type', 'as', 't2', 'on', 't1', '.', 'allergy', '=', 't2', '.', 'allergy', 'where', 't2', '.', 'allergytype', '=', 'value', ')']",What is the full name of each student who is not allergic to any type of food.,"['What', 'is', 'the', 'full', 'name', 'of', 'each', 'student', 'who', 'is', 'not', 'allergic', 'to', 'any', 'type', 'of', 'food', '.']",,[],"[['table_unit', 2]]",[],[],,,[],"[False, [[0, [0, [0, 7, False], None]], [0, [0, [0, 6, False], None]]]]",,"[[True, 8, [0, [0, 5, False], None], {'except': None, 'from': {'conds': [[False, 2, [0, [0, 4, False], None], [0, 1, False], None]], 'table_units': [['table_unit', 1], ['table_unit', 0]]}, 'groupBy': [], 'having': [], 'intersect': None, 'limit': None, 'orderBy': [], 'select': [False, [[0, [0, [0, 3, False], None]]]], 'union': None, 'where': [[False, 2, [0, [0, 2, False], None], '""food""', None]]}, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allergy_1,"SELECT count(*) FROM Student WHERE sex  =  ""M"" AND StuID IN (SELECT StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy  =  T2.Allergy WHERE T2.allergytype  =  ""food"")","['SELECT', 'count', '(', '*', ')', 'FROM', 'Student', 'WHERE', 'sex', '=', '``', 'M', ""''"", 'AND', 'StuID', 'IN', '(', 'SELECT', 'StuID', 'FROM', 'Has_allergy', 'AS', 'T1', 'JOIN', 'Allergy_Type', 'AS', 'T2', 'ON', 'T1.Allergy', '=', 'T2.Allergy', 'WHERE', 'T2.allergytype', '=', '``', 'food', ""''"", ')']","['select', 'count', '(', '*', ')', 'from', 'student', 'where', 'sex', '=', 'value', 'and', 'stuid', 'in', '(', 'select', 'stuid', 'from', 'has_allergy', 'as', 't1', 'join', 'allergy_type', 'as', 't2', 'on', 't1', '.', 'allergy', '=', 't2', '.', 'allergy', 'where', 't2', '.', 'allergytype', '=', 'value', ')']",Find the number of male (sex is 'M') students who have some food type allery.,"['Find', 'the', 'number', 'of', 'male', '(', 'sex', 'is', ""'M"", ""'"", ')', 'students', 'who', 'have', 'some', 'food', 'type', 'allery', '.']",,[],"[['table_unit', 2]]",[],[],,,[],"[False, [[3, [0, [0, 0, False], None]]]]",,"[[False, 2, [0, [0, 9, False], None], '""M""', None], 'and', [False, 8, [0, [0, 5, False], None], {'except': None, 'from': {'conds': [[False, 2, [0, [0, 4, False], None], [0, 1, False], None]], 'table_units': [['table_unit', 1], ['table_unit', 0]]}, 'groupBy': [], 'having': [], 'intersect': None, 'limit': None, 'orderBy': [], 'select': [False, [[0, [0, [0, 3, False], None]]]], 'union': None, 'where': [[False, 2, [0, [0, 2, False], None], '""food""', None]]}, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allergy_1,"SELECT count(*) FROM Student WHERE sex  =  ""M"" AND StuID IN (SELECT StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy  =  T2.Allergy WHERE T2.allergytype  =  ""food"")","['SELECT', 'count', '(', '*', ')', 'FROM', 'Student', 'WHERE', 'sex', '=', '``', 'M', ""''"", 'AND', 'StuID', 'IN', '(', 'SELECT', 'StuID', 'FROM', 'Has_allergy', 'AS', 'T1', 'JOIN', 'Allergy_Type', 'AS', 'T2', 'ON', 'T1.Allergy', '=', 'T2.Allergy', 'WHERE', 'T2.allergytype', '=', '``', 'food', ""''"", ')']","['select', 'count', '(', '*', ')', 'from', 'student', 'where', 'sex', '=', 'value', 'and', 'stuid', 'in', '(', 'select', 'stuid', 'from', 'has_allergy', 'as', 't1', 'join', 'allergy_type', 'as', 't2', 'on', 't1', '.', 'allergy', '=', 't2', '.', 'allergy', 'where', 't2', '.', 'allergytype', '=', 'value', ')']",How many male students (sex is 'M') are allergic to any type of food?,"['How', 'many', 'male', 'students', '(', 'sex', 'is', ""'M"", ""'"", ')', 'are', 'allergic', 'to', 'any', 'type', 'of', 'food', '?']",,[],"[['table_unit', 2]]",[],[],,,[],"[False, [[3, [0, [0, 0, False], None]]]]",,"[[False, 2, [0, [0, 9, False], None], '""M""', None], 'and', [False, 8, [0, [0, 5, False], None], {'except': None, 'from': {'conds': [[False, 2, [0, [0, 4, False], None], [0, 1, False], None]], 'table_units': [['table_unit', 1], ['table_unit', 0]]}, 'groupBy': [], 'having': [], 'intersect': None, 'limit': None, 'orderBy': [], 'select': [False, [[0, [0, [0, 3, False], None]]]], 'union': None, 'where': [[False, 2, [0, [0, 2, False], None], '""food""', None]]}, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
